"id";"library_id";"current_version";"description";"repository";"homepage";"created_at";"updated_at"
557;557;"2.7.3";"Simple HTML5 charts using the canvas element.";"https://github.com/chartjs/Chart.js.git";"http://www.chartjs.org";"2019-02-07 15:18:33";"2019-02-07 15:18:33"
558;558;"0.6.2";"Legend plugin for Chartist.js.";"https://github.com/CodeYellowBV/chartist-plugin-legend";;"2019-02-07 15:18:34";"2019-02-07 15:18:34"
559;559;"0.11.0";"Simple, responsive charts";"https://github.com/gionkunz/chartist-js.git";"https://gionkunz.github.io/chartist-js";"2019-02-07 15:18:34";"2019-02-07 15:18:34"
560;560;"0.5.7";"Annotations for Chart.js";"git://github.com/chartjs/chartjs-plugin-annotation.git";;"2019-02-07 15:18:35";"2019-02-07 15:18:35"
561;561;"0.6.6";"Simple HTML5 charts using the canvas element.";"https://github.com/chartjs/chartjs-plugin-zoom.git";;"2019-02-07 15:18:35";"2019-02-07 15:18:35"
562;562;"2.3.0";"Create beautiful JavaScript charts with minimal code";"https://github.com/ankane/chartkick.js";;"2019-02-07 15:18:36";"2019-02-07 15:18:36"
563;563;"1.1.3";"Tiny set of CSS3 animations for your input checkboxes.";"https://github.com/720kb/checkbox.css.git";"https://720kb.github.io/checkbox.css";"2019-02-07 15:18:37";"2019-02-07 15:18:37"
564;564;"1.0.0";"AngularJS directive for list of checkboxes";"https://github.com/vitalets/checklist-model.git";"http://vitalets.github.io/checklist-model";"2019-02-07 15:18:38";"2019-02-07 15:18:38"
565;565;"0.3.3";"easy easter eggs (konami code, etc) for your site";"https://github.com/namuol/cheet.js";"http://lou.wtf/cheet.js/";"2019-02-07 15:18:38";"2019-02-07 15:18:38"
566;566;"0.10.2";"A Javascript chess library for chess move generation/validation, piece placement/movement, and check/checkmate/draw detection";"https://github.com/jhlywa/chess.js.git";;"2019-02-07 15:18:39";"2019-02-07 15:18:39"
567;567;"3.0.9";"A tiny JavaScript micro-library";"https://github.com/kylebarrow/chibi.git";;"2019-02-07 15:18:40";"2019-02-07 15:18:40"
568;568;"0.11.0";"a video-player aims to bring wonderful experience on browser";"git+https://github.com/Chimeejs/chimee.git";"https://chimee.org/";"2019-02-07 15:18:40";"2019-02-07 15:18:40"
569;569;"6.5.0";"Minimalist DOM and events manager focused on performances";"git://github.com/chirashijs/chirashi.git";"https://chirashijs.org";"2019-02-07 15:18:41";"2019-02-07 15:18:41"
571;571;"3.0.4";"A vanilla JS customisable text input/select box plugin";"git+https://github.com/jshjohnson/Choices.git";"https://joshuajohnson.co.uk/Choices/";"2019-02-07 15:18:42";"2019-02-07 15:18:42"
572;572;"6.13.1";"A 4kb framework for creating sturdy frontend applications";"https://github.com/choojs/choo.git";;"2019-02-07 15:18:43";"2019-02-07 15:18:43"
573;573;"1.8.7";"Chosen is a JavaScript plugin that makes select boxes user-friendly. It is currently available in both jQuery and Prototype flavors.";"https://github.com/harvesthq/chosen.git";"http://harvesthq.github.com/chosen";"2019-02-07 15:18:44";"2019-02-07 15:18:44"
574;574;"2.0.2";"JavaScript library for color conversions";"git://github.com/gka/chroma.js.git";;"2019-02-07 15:18:44";"2019-02-07 15:18:44"
575;575;"3.0.0";"A simple set of utility functions for colours.";"https://github.com/toish/chromatism.git";;"2019-02-07 15:18:45";"2019-02-07 15:18:45"
576;576;"1.5.0";"Reusable Chrome settings UI";"https://github.com/better-history/chrome-bootstrap.git";;"2019-02-07 15:18:45";"2019-02-07 15:18:45"
577;577;"1.0.3";"Google Chrome Frame is an open source plug-in that seamlessly brings Google Chrome's open web technologies and speedy JavaScript engine to Internet Explorer.";;"http://code.google.com/chrome/chromeframe/";"2019-02-07 15:18:46";"2019-02-07 15:18:46"
578;578;"1.3.11";"A natural language date parser in Javascript";"https://github.com/wanasit/chrono.git";"https://wanasit.github.io/pages/chrono/";"2019-02-07 15:18:46";"2019-02-07 15:18:46"
579;579;"1.0.5";"Format dates in JavaScript";"git://github.com/kkaefer/chrono.js.git";;"2019-02-07 15:18:47";"2019-02-07 15:18:47"
580;580;"0.1.6";"chronoline.js is a library for making a chronology timeline out of events on a horizontal timescale.";"git+https://github.com/StoicLoofah/chronoline.js.git";"https://stoicloofah.github.io/chronoline.js/";"2019-02-07 15:18:47";"2019-02-07 15:18:47"
581;581;"1.34.3";"Hypermedia renderer for Cignium's hypermedia api.";"git+https://github.com/cignium/hypermedia-client.git";;"2019-02-07 15:18:48";"2019-02-07 15:18:48"
582;582;"1.0.6";"Cinnamon.js takes some of the pain out of naming things. It’s a script that allows users to find links, images, and other content by their synonyms, using the browser’s built-in Find function.";"https://github.com/thomaspark/cinnamon.js.git";"http://thomaspark.co/2013/02/cinnamon-js-find-in-page-text-using-synonyms/";"2019-02-07 15:18:48";"2019-02-07 15:18:48"
583;583;"0.0.6";"Lightweight JavaScript library that generates circular graphs in SVG. Now with animation.";"git://github.com/lugolabs/circles.git";"http://lugolabs.com/circles";"2019-02-07 15:18:49";"2019-02-07 15:18:49"
584;584;"1.2.1";"jQuery circle statitic plugin";"https://github.com/pguso/jquery-plugin-circliful.git";;"2019-02-07 15:18:50";"2019-02-07 15:18:50"
585;585;"0.2.3";"A JavaScript circular progress widget, dependency-free and configurable.";"https://github.com/neoziro/circular-progress.git";;"2019-02-07 15:18:50";"2019-02-07 15:18:50"
586;586;"0.2.3";"A Javascript client library for CKAN designed for both the browser and NodeJS.";"git://github.com/okfn/ckan.js";;"2019-02-07 15:18:51";"2019-02-07 15:18:51"
587;587;"4.11.2";"The development version of CKEditor - JavaScript WYSIWYG web text editor.";"https://github.com/ckeditor/ckeditor-dev.git";"http://ckeditor.com/";"2019-02-07 15:18:54";"2019-02-07 15:18:54"
588;588;"0.5.1";"Clamps an HTML element by adding ellipsis to it if the content inside is too long.";"https://github.com/josephschmitt/Clamp.js.git";"http://joe.sh/clamp-js";"2019-02-07 15:18:55";"2019-02-07 15:18:55"
589;589;"0.3.6";"Clank: open source prototyping framework for mobile apps";"git://github.com/Wolfr/clank.git";;"2019-02-07 15:18:55";"2019-02-07 15:18:55"
590;590;"0.1.0";"Chromecast support for Clappr";"git+ssh://git@github.com/clappr/clappr-chromecast-plugin.git";;"2019-02-07 15:18:56";"2019-02-07 15:18:56"
591;591;"0.3.2";"An extensible media player for the web";"https://github.com/clappr/clappr.git";;"2019-02-07 15:18:56";"2019-02-07 15:18:56"
592;592;"0.12.3";"SAX based evented streaming JSON parser in JavaScript (browser and node)";"https://github.com/dscape/clarinet.git";;"2019-02-07 15:18:57";"2019-02-07 15:18:57"
593;593;"0.10.28";"Custom Element Icons for Clarity";"git+https://github.com/vmware/clarity.git";"https://vmware.github.io/clarity/";"2019-02-07 15:18:57";"2019-02-07 15:18:57"
594;594;"0.10.28";"CSS for Clarity";"git+https://github.com/vmware/clarity.git";"https://vmware.github.io/clarity/";"2019-02-07 15:18:58";"2019-02-07 15:18:58"
595;595;"1.0.1";"class helper functions";"git://github.com/desandro/classie.git";;"2019-02-07 15:18:58";"2019-02-07 15:18:58"
596;596;"1.2.201711092";"Cross-browser full element.classList implementation.";"git://github.com/eligrey/classList.js.git";;"2019-02-07 15:18:59";"2019-02-07 15:18:59"
597;597;"2.2.5";"A simple utility for conditionally joining classNames together";"https://github.com/JedWatson/classnames";"http://jedwatson.github.io/classnames/";"2019-02-07 15:18:59";"2019-02-07 15:18:59"
598;598;"0.5.1";"Simple CLDR traverser";"git://github.com/rxaviers/cldrjs.git";;"2019-02-07 15:19:00";"2019-02-07 15:19:00"
599;599;"0.10.1";"Extreme CSS reset stylesheet";"git://github.com/premasagar/cleanslate.git";"http://cleanslatecss.com";"2019-02-07 15:19:01";"2019-02-07 15:19:01"
600;600;"1.4.7";"JavaScript library for formatting input text content when you are typing";"https://github.com/nosir/cleave.js.git";;"2019-02-07 15:19:02";"2019-02-07 15:19:02"
601;601;"1.16.0";"ClickSpark.js is a javascript utility that adds beautiful particle effects to your javascript events. Add image-files as single particles and configure where and when a particle fountain should be fired.";"git+https://github.com/ymc-thzi/clickspark.js.git";"http://www.ymc.ch/sandbox/clickspark/demo.html";"2019-02-07 15:19:02";"2019-02-07 15:19:02"
602;602;"0.1.11";"Device information and digital fingerprinting written in pure JavaScript.";"git://github.com/jackspirou/clientjs.git";"https://clientjs.org";"2019-02-07 15:19:03";"2019-02-07 15:19:03"
603;603;"5.4";"Haml compiler for client side javascript and coffeescript view templates";"https://github.com/uglyog/clientside-haml-js.git";;"2019-02-07 15:19:03";"2019-02-07 15:19:03"
604;604;"2.7.0";"A polyfill for the asynchronous clipboard API";"https://github.com/lgarron/clipboard-polyfill";;"2019-02-07 15:19:04";"2019-02-07 15:19:04"
605;605;"2.0.4";"Modern copy to clipboard. No Flash. Just 2kb";"git://github.com/zenorocha/clipboard.js";"https://clipboardjs.com";"2019-02-07 15:19:04";"2019-02-07 15:19:04"
606;606;"1.0.2";"clmtrackr is a javascript library for fitting facial models to faces in videos or images.";"https://github.com/auduno/clmtrackr.git";;"2019-02-07 15:19:05";"2019-02-07 15:19:05"
607;607;"1.4.7";"A jQuery calendar plugin that uses HTML templates.";"https://github.com/kylestetz/CLNDR";"https://kylestetz.github.io/CLNDR/";"2019-02-07 15:19:05";"2019-02-07 15:19:05"
608;608;"0.0.7";"A clock-style timepicker for Bootstrap (or jQuery)";"git://github.com/weareoutman/clockpicker.git";"https://weareoutman.github.io/clockpicker/";"2019-02-07 15:19:06";"2019-02-07 15:19:06"
609;609;"2.1.2";"deep cloning of objects and arrays";"https://github.com/pvorb/clone";;"2019-02-07 15:19:06";"2019-02-07 15:19:06"
610;610;"2.6.1";"Cloudinary Client Side JS library. Cloudinary streamlines your web application’s image manipulation needs. Cloudinary's cloud-based servers automate image uploading, resizing, cropping, optimizing, sprite generation and more.";"https://github.com/cloudinary/pkg-cloudinary-core.git";"https://github.com/cloudinary/cloudinary_js";"2019-02-07 15:19:07";"2019-02-07 15:19:07"
653;653;"1.0.9";"Selectivizr maintained.";"git+https://github.com/corysimmons/selectivizr2.git";"http://selectivizr.com";"2019-02-07 15:19:30";"2019-02-07 15:19:30"
654;654;"3.2.14";"The official client module for Cosmic JS. This module helps you easily add dynamic content to your website or application.";"git+https://github.com/cosmicjs/cosmicjs-node.git";"https://cosmicjs.com/";"2019-02-07 15:19:31";"2019-02-07 15:19:31"
611;611;"2.6.2";"Cloudinary Client Side JS library. Cloudinary streamlines your web application’s image manipulation needs. Cloudinary's cloud-based servers automate image uploading, resizing, cropping, optimizing, sprite generation and more. Cloudinary's jQuery File Upload plugin allows direct uploading from the browser to the cloud and dynamic cloud-based image transformations and effects.";"https://github.com/cloudinary/pkg-cloudinary-jquery-file-upload.git";"https://github.com/cloudinary/cloudinary_js";"2019-02-07 15:19:07";"2019-02-07 15:19:07"
612;612;"0.18.0";"Tiny vanilla JS plugin to display large data sets easily";"git://github.com/NeXTs/Clusterize.js.git";;"2019-02-07 15:19:08";"2019-02-07 15:19:08"
613;613;"4.1.0";"generator async control flow goodness";"https://github.com/tj/co";;"2019-02-07 15:19:08";"2019-02-07 15:19:08"
614;614;"1.4.0";"A micro code-editor for awesome web pages.";"git://github.com/kazzkiq/CodeFlask.js";"https://kazzkiq.github.io/CodeFlask/";"2019-02-07 15:19:09";"2019-02-07 15:19:09"
615;615;"5.43.0";"In-browser code editing made bearable";"https://github.com/codemirror/CodeMirror.git";"http://codemirror.net";"2019-02-07 15:19:11";"2019-02-07 15:19:11"
616;616;"1.12.8";"Unfancy JavaScript";"https://github.com/jashkenas/coffeescript.git";"http://jashkenas.github.com/coffee-script/";"2019-02-07 15:19:11";"2019-02-07 15:19:11"
617;617;"1.0.0";"jQuery Image Slider with Unique Effects";"https://github.com/kopipejst/coin-slider";;"2019-02-07 15:19:12";"2019-02-07 15:19:12"
618;618;"0.3.3";"An image grid gallery plugin for jQuery.";"https://github.com/ed-lea/jquery-collagePlus.git";"http://collageplus.edlea.com/";"2019-02-07 15:19:12";"2019-02-07 15:19:12"
619;619;"4.6.1";"Convenient and dependency free wrapper for working with arrays and objects.";"https://github.com/ecrmnn/collect.js";;"2019-02-07 15:19:13";"2019-02-07 15:19:13"
620;620;"1.0.0";"Duotone filters made with CSS";"https://github.com/LukyVj/colofilter.css";"https://lukyvj.github.io/colofilter.css/";"2019-02-07 15:19:13";"2019-02-07 15:19:13"
621;621;"1.0.1";"A color management API for JavaScript";"git+https://github.com/brehaut/color-js.git";;"2019-02-07 15:19:14";"2019-02-07 15:19:14"
622;622;"1.0.1";"Generate pleasant color schemes";"https://github.com/c0bra/color-scheme-js.git";"http://c0bra.github.io/color-scheme-js/";"2019-02-07 15:19:14";"2019-02-07 15:19:14"
623;623;"2.0.1";"Get the dominant color or color palette from an image.";"https://github.com/lokesh/color-thief.git";"http://lokeshdhakar.com/projects/color-thief/";"2019-02-07 15:19:15";"2019-02-07 15:19:15"
624;624;"1.0.3";"The simple, customizable, tiny javascript color extractor.";"https://github.com/LukyVj/Colorify.js";"http://colorify.rocks";"2019-02-07 15:19:15";"2019-02-07 15:19:15"
625;625;"1.2.4";"A simple color manipulation javascript library.";"https://github.com/mbjordan/Colors";"http://matthewbjordan.me/Colors/";"2019-02-07 15:19:16";"2019-02-07 15:19:16"
626;626;"3.0.0";"Better default colors for the web. A collection of skin classes for faster prototyping and nicer looking sites.";"https://github.com/mrmrs/colors.git";"http://clrs.cc";"2019-02-07 15:19:16";"2019-02-07 15:19:16"
627;627;"0.1.2";"⌘Z undo and redo commands. Add commands history support to your web app.";"https://github.com/EtienneLem/commandz";;"2019-02-07 15:19:17";"2019-02-07 15:19:17"
628;628;"0.28.1";"a strongly specified, highly compatible variant of Markdown";"https://github.com/jgm/commonmark.js.git";"http://commonmark.org";"2019-02-07 15:19:17";"2019-02-07 15:19:17"
629;629;"0.1.3";"A jQuery auto complete plugin.";"https://github.com/fengyuanchen/completer.git";"https://fengyuanchen.github.io/completer";"2019-02-07 15:19:18";"2019-02-07 15:19:18"
630;630;"1.6.2";"Powerful run-time Component System for structuring HTML5-based Rich Clients";"git://github.com/rse/componentjs-build.git";"http://componentjs.com/";"2019-02-07 15:19:18";"2019-02-07 15:19:18"
631;631;"2.0.0";"Concrete is a lightweight Html5 Canvas framework that enables hit detection, layer support, pixel ratio management, exports, and downloads.";"git://github.com/ericdrowell/concrete.git";"http://www.concretejs.com";"2019-02-07 15:19:19";"2019-02-07 15:19:19"
632;632;"1.2.0";"Advanced condition library";"https://github.com/nathggns/condition.js";;"2019-02-07 15:19:20";"2019-02-07 15:19:20"
633;633;"1.0.2";"Javascript component that shows and hides page elements based on form field values";"https://github.com/stevenwanderski/conditional-field";"https://stevenwanderski.github.io/conditional-field";"2019-02-07 15:19:20";"2019-02-07 15:19:20"
634;634;"4.1.0";"Detecting front-end environments and conditionally loading assets";"https://github.com/conditionizr/conditionizr";"http://conditionizr.com";"2019-02-07 15:19:21";"2019-02-07 15:19:21"
635;635;"1.2.0";"A light-weight JavaScript library to help you make sense of your A/B test results.";"https://github.com/sendwithus/confidence";;"2019-02-07 15:19:21";"2019-02-07 15:19:21"
636;636;"0.3.0";"Browser console polyfill. Makes it safe to do console.log()-s etc always.";"https://github.com/paulmillr/console-polyfill";;"2019-02-07 15:19:22";"2019-02-07 15:19:22"
637;637;"0.0.2";"A sane way to interface with your browser console and use the latest features.";"git://github.com/icodeforlove/console.js.git";"https://icodeforlove.github.io/Console.js/";"2019-02-07 15:19:22";"2019-02-07 15:19:22"
638;638;"0.9.7";"Constraint library for JavaScript";"https://github.com/soney/constraintjs.git";"http://cjs.from.so/";"2019-02-07 15:19:23";"2019-02-07 15:19:23"
639;639;"1.6.10";"A JS library for building WYSIWYG editors for HTML content";"https://github.com/GetmeUK/ContentTools.git";;"2019-02-07 15:19:23";"2019-02-07 15:19:23"
640;640;"0.3.0";"Deep Learning in Javascript. Train Convolutional Neural Networks (or ordinary ones) in your browser.";"https://github.com/karpathy/convnetjs.git";"https://cs.stanford.edu/people/karpathy/convnetjs/";"2019-02-07 15:19:24";"2019-02-07 15:19:24"
641;641;"1.2.2";"Javascript based cookie-info banner for complying with EU cookie law.";"https://github.com/dobarkod/cookie-banner";;"2019-02-07 15:19:24";"2019-02-07 15:19:24"
642;642;"1.2.2";"A tiny JavaScript library that simplifies cookies.";"git://github.com/florian/cookie.js.git";;"2019-02-07 15:19:25";"2019-02-07 15:19:25"
643;643;"3.1.0";"Silktide's cookie consent tool.";"https://github.com/silktide/cookieconsent2.git";"https://silktide.com/tools/cookie-consent/";"2019-02-07 15:19:25";"2019-02-07 15:19:25"
644;644;"0.5.1";"JavaScript code to store data as JSON strings in cookies. It uses Prototype.js 1.5.1 (http://prototypejs.org) or later. Apache Software licensed";"https://github.com/walterdavis/cookiejar.git";"http://www.lalit.org/lab/jsoncookies";"2019-02-07 15:19:26";"2019-02-07 15:19:26"
645;645;"0.1.4";"Simplified HTML, CSS, JS EU Cookie Law";"git://github.com/WebReflection/cookies-monster.git";;"2019-02-07 15:19:26";"2019-02-07 15:19:26"
646;646;"1.2.1";"Client-Side Cookie Manipulation API";"https://github.com/ScottHamper/Cookies.git";;"2019-02-07 15:19:27";"2019-02-07 15:19:27"
647;647;"3.0.3";"Intuitive cookie manipulation library";"git+https://github.com/franciscop/cookies.js.git";;"2019-02-07 15:19:27";"2019-02-07 15:19:27"
648;648;"1.0.0";"Offline failsafe for socket.io";"https://github.com/peterwilli/CoolQueue.io";;"2019-02-07 15:19:28";"2019-02-07 15:19:28"
649;649;"1.0.0";"This module allows you to show location of the address on map, and store it’s coordinates it in distinct field with custom format.";"git://github.com/barinbritva/coordinates-picker.git";;"2019-02-07 15:19:28";"2019-02-07 15:19:28"
650;650;"2.6.4";"Standard library";"https://github.com/zloirock/core-js.git";;"2019-02-07 15:19:29";"2019-02-07 15:19:29"
651;651;"3.0.0";"A lightweight foundation for building responsive websites.";"https://github.com/alecrios/core.git";"http://corecss.io/";"2019-02-07 15:19:29";"2019-02-07 15:19:29"
652;652;"1.2.1";"fast and fully-featured autocomplete library";"https://github.com/corejavascript/typeahead.js.git";"http://corejavascript.github.io/typeahead.js/";"2019-02-07 15:19:30";"2019-02-07 15:19:30"
818;818;"1.2.8";"A client Side/Server Side Router";"git://github.com/flatiron/director.git";;"2019-02-07 15:21:11";"2019-02-07 15:21:11"
655;655;"3.0.1";"Countable is a JavaScript library to add live paragraph-, word- and character-counting to an HTML element.";"https://github.com/RadLikeWhoa/Countable.git";"https://sacha.me/Countable/";"2019-02-07 15:19:31";"2019-02-07 15:19:31"
656;656;"2.6.0";"A simple JavaScript API for producing an accurate, intuitive description of the timespan between two Date instances.";"https://github.com/mckamey/countdownjs.git";"http://countdownjs.org";"2019-02-07 15:19:32";"2019-02-07 15:19:32"
657;657;"1.0.0";"A lightweight jQuery plugin that counts up to a targeted number when the number becomes visible.";"https://github.com/bfintal/Counter-Up";;"2019-02-07 15:19:32";"2019-02-07 15:19:32"
658;658;"18.11.0";"Countly Web SDK";"https://github.com/Countly/countly-sdk-web";;"2019-02-07 15:19:33";"2019-02-07 15:19:33"
659;659;"1.2.2";"A dropdown menu created with javascript that allows user to implement country-region dropdown list effortlessly.";"https://github.com/geodatasource/country-region-dropdown-menu.git";"https://www.geodatasource.com/";"2019-02-07 15:19:33";"2019-02-07 15:19:33"
660;660;"2.0.1";"A jQuery plugin for selecting a country";"https://github.com/mrmarkfrench/country-select-js.git";;"2019-02-07 15:19:34";"2019-02-07 15:19:34"
661;661;"1.9.3";"Animates a numerical value by counting to it";"git+https://github.com/inorganik/countUp.js.git";"https://inorganik.github.io/countUp.js/";"2019-02-07 15:19:35";"2019-02-07 15:19:35"
662;662;"3.0.2";"A jQuery UI powered coverflow component that takes advantage of CSS3 features";"https://github.com/coverflowjs/coverflow.git";"https://coverflowjs.github.io/coverflow/";"2019-02-07 15:19:35";"2019-02-07 15:19:35"
663;663;"1.0";"Make your HTML5 video behave like a background cover image with this lightweight Javascript plugin / jQuery extension";"https://github.com/stefanerickson/covervid";;"2019-02-07 15:19:36";"2019-02-07 15:19:36"
664;664;"0.16.3";"A reader for CoverageJSON files.";"https://github.com/Reading-eScience-Centre/covjson-reader.git";;"2019-02-07 15:19:36";"2019-02-07 15:19:36"
665;665;"3.2.1";"A beautiful and clean WEB Music Player by HTML5.";"git+https://github.com/Copay/cPlayer.git";;"2019-02-07 15:19:37";"2019-02-07 15:19:37"
666;666;"0.9.0";"Crafty is a modern component and event based framework for javascript games that targets DOM and canvas.";"https://github.com/craftyjs/Crafty.git";"http://craftyjs.com/";"2019-02-07 15:19:37";"2019-02-07 15:19:37"
667;667;"1.2.0";"Pure-JS CRC-32";"git://github.com/SheetJS/js-crc32.git";;"2019-02-07 15:19:38";"2019-02-07 15:19:38"
668;668;"4.0.1";"A small, simple, and fast DOM creation utility";"https://github.com/korynunn/crel";;"2019-02-07 15:19:38";"2019-02-07 15:19:38"
669;669;"0.5.1";"Customizable crop and zoom.";"git://github.com/scottcheng/cropit.git";"https://scottcheng.github.io/cropit";"2019-02-07 15:19:39";"2019-02-07 15:19:39"
670;670;"4.0.0";"A simple jQuery image cropping plugin.";"https://github.com/fengyuanchen/cropper.git";;"2019-02-07 15:19:39";"2019-02-07 15:19:39"
671;671;"1.4.3";"JavaScript image cropper.";"git+https://github.com/fengyuanchen/cropperjs.git";"https://fengyuanchen.github.io/cropperjs";"2019-02-07 15:19:40";"2019-02-07 15:19:40"
672;672;"1.0.3";"The image cropping jquery plugin that will satisfy your needs and much more";"https://github.com/sconsult/croppic";"http://www.croppic.net";"2019-02-07 15:19:41";"2019-02-07 15:19:41"
673;673;"2.6.3";"A simple javascript image cropper";"git+https://github.com/Foliotek/Croppie.git";"https://foliotek.github.io/Croppie";"2019-02-07 15:19:41";"2019-02-07 15:19:41"
674;674;"1.3.12";"Fast multidimensional filtering for coordinated views.";"https://github.com/square/crossfilter.git";"http://square.github.com/crossfilter/";"2019-02-07 15:19:42";"2019-02-07 15:19:42"
675;675;"1.4.6";"Fast multidimensional filtering for coordinated views.";"https://github.com/crossfilter/crossfilter.git";"https://crossfilter.github.io/crossfilter/";"2019-02-07 15:19:42";"2019-02-07 15:19:42"
676;676;"0.12.2";"Flexible router which can be used in multiple environments";"https://github.com/millermedeiros/crossroads.js.git";"https://millermedeiros.github.io/crossroads.js/";"2019-02-07 15:19:43";"2019-02-07 15:19:43"
677;677;"0.2.12";"A utility library for cross-tab communication using localStorage.";"https://github.com/tejacques/crosstab";;"2019-02-07 15:19:43";"2019-02-07 15:19:43"
678;678;"1.2.3";"Fast arbitraty-precision integer arithmetic library. Used for large-number calculations including finding large prime numbers, performing modular exponentiation and other arithmetic operations.";"git://github.com/vukicevic/crunch.git";;"2019-02-07 15:19:44";"2019-02-07 15:19:44"
679;679;"0.0.1343522940";"An easy-to-use encryption system utilizing RSA and AES for javascript.";"https://github.com/wwwtyro/cryptico.git";"http://wwwtyro.github.com/cryptico";"2019-02-07 15:19:44";"2019-02-07 15:19:44"
680;680;"3.1.9-1";"JavaScript library of crypto standards.";"http://github.com/brix/crypto-js.git";;"2019-02-07 15:19:45";"2019-02-07 15:19:45"
681;681;"0.1.0";"A library to work with CSS3 keyframe animations from javascript";"https://github.com/jlongster/css-animations.js.git";;"2019-02-07 15:19:45";"2019-02-07 15:19:45"
682;682;"0.5.1";"A web component for drawing patterns with css.";"git://github.com/yuanchuan/css-doodle.git";"http://yuanchuan.name/css-doodle/";"2019-02-07 15:19:46";"2019-02-07 15:19:46"
683;683;"1.1.1";"CSS-Element-Queries Polyfill. proof-of-concept for high-speed element dimension/media queries in valid css.";"git@github.com:marcj/css-element-queries.git";"https://marcj.github.io/css-element-queries/";"2019-02-07 15:19:47";"2019-02-07 15:19:47"
684;684;"1.1.1";"Reimplementation of CSS layout using pure JavaScript";"https://github.com/facebook/css-layout.git";;"2019-02-07 15:19:47";"2019-02-07 15:19:47"
685;685;"3.3.1";"Simple loaders for your web applications using only one div and pure CSS ♥.";"git://github.com/raphaelfabeni/css-loader.git";"http://www.raphaelfabeni.com.br/css-loader/";"2019-02-07 15:19:48";"2019-02-07 15:19:48"
686;686;"2.0.6";"Lightweight and simple to use UI Kit";"git+https://github.com/ArunMichaelDsouza/CSS-Mint.git";"https://arunmichaeldsouza.github.io/CSS-Mint/";"2019-02-07 15:19:48";"2019-02-07 15:19:48"
687;687;"1.0.0";"CSS SANS is the font created by CSS, the programming language for web designing and typesetting.";"git://github.com/yusugomori/csssans.git";"https://yusugomori.com/projects/css-sans/";"2019-02-07 15:19:49";"2019-02-07 15:19:49"
688;688;"1.3.0";"Zocial CSS social buttons.";"https://github.com/smcllns/css-social-buttons.git";"http://zocial.smcllns.com/";"2019-02-07 15:19:49";"2019-02-07 15:19:49"
689;689;"1.1.1";"A collection of zero element loading spinners, animated by CSS only";"https://github.com/BillyNate/css-spinning-spinners.git";;"2019-02-07 15:19:50";"2019-02-07 15:19:50"
690;690;"1.0.3";"CSS3/jQuery plugin to animate elements as they come into view";"git+https://github.com/Jack-McCourt/css3-animate-it.git";"http://jackonthe.net/css3animateit/";"2019-02-07 15:19:51";"2019-02-07 15:19:51"
691;691;"4.1.0";"Automatically add vendor prefixes";"https://github.com/codler/jQuery-Css3-Finalize";;"2019-02-07 15:19:51";"2019-02-07 15:19:51"
692;692;"2.0beta1";"CSS3 PIE JavaScript edition. Enables rendering of common CSS3 decoration properties in Internet Explorer 6-9.";"https://github.com/lojjic/PIE";"http://css3pie.com";"2019-02-07 15:19:52";"2019-02-07 15:19:52"
693;693;"1.0.0";"Photographic filters made with CSS, inpsired by VSCO and CSSgram.";"https://github.com/we-are-next/cssco.git";;"2019-02-07 15:19:52";"2019-02-07 15:19:52"
694;694;"3.0.0";"A JavaScript library for escaping CSS strings and identifiers while generating the shortest possible ASCII-only output.";"https://github.com/mathiasbynens/cssesc.git";"https://mths.be/cssesc";"2019-02-07 15:19:53";"2019-02-07 15:19:53"
695;695;"0.1.12";"Instagram filter library in Sass and CSS.";"https://github.com/una/CSSgram";;"2019-02-07 15:19:53";"2019-02-07 15:19:53"
696;696;"1.5.3";"Some CSS classes to move your DOM!";"https://github.com/elrumordelaluz/csshake.git";;"2019-02-07 15:19:54";"2019-02-07 15:19:54"
697;697;"1.3.6";"Runtime CSS manager, Turn CSS into dynamic JS module, Stylesheet CRUD (Create, Read, Update, Delete) in CSSOM, Solve common problems of CSS-in-JS, name space (local) class names";"git+https://github.com/cssobj/cssobj.git";"https://cssobj.github.io/cssobj-demo/";"2019-02-07 15:19:54";"2019-02-07 15:19:54"
698;698;"1.1.4";"CSS Spinners and Loaders - Modular, Customizable and Single HTML Element Code";"https://github.com/webkul/csspin.git";"https://webkul.github.io/csspin/";"2019-02-07 15:19:55";"2019-02-07 15:19:55"
699;699;"2.1.31";"CssUserAgent: user-agent specific CSS support";"https://github.com/mckamey/cssuseragent.git";"http://cssuseragent.org";"2019-02-07 15:19:55";"2019-02-07 15:19:55"
700;700;"5.2.1";"CSS in JavaScript";"https://github.com/krasimir/cssx/";"https://krasimir.github.io/cssx/";"2019-02-07 15:19:56";"2019-02-07 15:19:56"
701;701;"0.3.2";"A light-weight performant library to animate your 'action-to-effect' paths";"git://github.com/chinchang/cta.js.git";"https://kushagragour.in/lab/ctajs";"2019-02-07 15:19:56";"2019-02-07 15:19:56"
702;702;"1.6.0";"A JavaScript library for time series visualization.";"https://github.com/square/cubism.git";"http://square.github.com/cubism/";"2019-02-07 15:19:57";"2019-02-07 15:19:57"
703;703;"1.09i";"Fast text replacement with canvas and VML - no Flash or images required.";"https://github.com/sorccu/cufon/";"http://cufon.shoqolate.com/";"2019-02-07 15:19:57";"2019-02-07 15:19:57"
